Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,StudyEfficiency
1,64,0,5,9,38.0,0.16666666666666666
5,47,1,8,3,35.0,0.5555555555555556
9,44,1,4,0,41.0,1.8
9,45,0,5,8,43.0,1.5
4,62,0,9,6,46.0,0.4
3,91,0,5,1,69.0,0.5
1,69,0,4,3,37.0,0.2
2,53,0,9,3,31.0,0.2
8,93,1,5,7,90.0,1.3333333333333333
1,62,0,7,1,33.0,0.125
8,50,1,7,4,44.0,1.0
7,70,0,8,9,62.0,0.7777777777777778
8,45,0,8,7,41.0,0.8888888888888888
9,52,0,4,3,45.0,1.8
3,51,0,7,4,34.0,0.375
4,93,0,6,1,72.0,0.5714285714285714
6,41,1,8,4,29.0,0.6666666666666666
8,92,0,7,2,83.0,1.0
5,74,0,9,2,61.0,0.5
3,94,0,5,6,75.0,0.5
6,75,0,7,2,63.0,0.75
4,56,1,7,3,36.0,0.5
9,67,1,5,6,62.0,1.5
3,67,1,8,2,49.0,0.3333333333333333
4,61,1,8,9,46.0,0.4444444444444444
7,77,1,6,9,69.0,1.0
7,46,1,6,1,35.0,1.0
4,54,0,8,9,38.0,0.4444444444444444
6,71,0,8,6,62.0,0.6666666666666666
3,50,1,8,4,30.0,0.3333333333333333
6,63,0,8,0,52.0,0.6666666666666666
2,42,0,7,9,16.0,0.25
8,69,0,6,7,66.0,1.1428571428571428
2,45,0,5,2,20.0,0.3333333333333333
7,97,0,4,6,86.0,1.4
9,41,1,5,5,38.0,1.5
1,53,1,9,9,30.0,0.1
8,80,1,4,5,71.0,1.6
7,57,1,7,7,49.0,0.875
6,90,1,9,3,79.0,0.6
6,83,1,6,3,69.0,0.8571428571428571
6,70,0,4,2,56.0,1.2
9,52,1,8,0,47.0,1.0
2,65,0,9,9,41.0,0.2
1,83,0,7,2,58.0,0.125
6,51,1,4,0,38.0,1.2
8,57,1,8,5,52.0,0.8888888888888888
3,48,1,9,7,25.0,0.3
1,88,0,7,2,62.0,0.125
9,60,1,9,3,60.0,0.9
1,87,1,4,4,63.0,0.2
3,88,1,8,6,72.0,0.3333333333333333
8,92,0,6,5,84.0,1.1428571428571428
3,95,1,7,1,74.0,0.375
4,79,1,4,6,61.0,0.8
8,82,0,8,7,77.0,0.8888888888888888
1,63,0,6,0,36.0,0.14285714285714285
6,73,0,9,5,65.0,0.6
1,47,1,8,8,23.0,0.1111111111111111
1,83,1,6,6,60.0,0.14285714285714285
8,92,0,4,4,83.0,1.6
4,72,1,8,9,56.0,0.4444444444444444
1,62,0,8,9,37.0,0.1111111111111111
7,52,0,5,8,43.0,1.1666666666666667
5,93,0,7,1,76.0,0.625
5,92,0,8,6,83.0,0.5555555555555556
1,88,0,6,8,63.0,0.14285714285714285
6,53,1,7,1,39.0,0.75
9,53,1,4,9,48.0,1.8
9,55,1,7,5,53.0,1.125
8,88,1,5,8,84.0,1.3333333333333333
5,77,0,4,2,63.0,1.0
1,97,1,8,7,73.0,0.1111111111111111
9,99,0,9,4,99.0,0.9
1,78,0,4,6,52.0,0.2
8,65,1,4,2,58.0,1.6
5,65,1,5,7,50.0,0.8333333333333334
3,40,0,6,1,18.0,0.42857142857142855
7,71,1,4,7,62.0,1.4
7,96,1,6,1,87.0,1.0
9,54,1,7,6,53.0,1.125
7,91,1,9,1,87.0,0.7
3,60,0,5,6,37.0,0.5
1,57,0,8,0,31.0,0.1111111111111111
8,69,1,4,5,63.0,1.6
3,99,0,9,9,81.0,0.3
8,97,0,9,6,95.0,0.8
8,52,1,6,3,45.0,1.1428571428571428
5,63,1,4,0,48.0,1.0
1,69,0,9,5,47.0,0.1
7,41,0,5,3,31.0,1.1666666666666667
5,58,0,8,2,43.0,0.5555555555555556
8,86,1,7,3,82.0,1.0
9,83,0,7,5,80.0,1.125
7,86,0,6,4,76.0,1.0
7,64,1,9,1,57.0,0.7
1,89,0,7,1,64.0,0.125
4,53,1,6,2,35.0,0.5714285714285714
2,45,1,8,5,24.0,0.2222222222222222
2,51,0,4,0,30.0,0.4
2,59,1,5,6,38.0,0.3333333333333333
4,62,1,8,7,45.0,0.4444444444444444
1,69,0,8,6,44.0,0.1111111111111111
4,69,1,7,2,53.0,0.5
2,77,0,7,5,53.0,0.25
5,97,1,5,3,84.0,0.8333333333333334
3,69,1,4,4,47.0,0.6
8,80,0,8,2,76.0,0.8888888888888888
4,69,0,9,4,57.0,0.4
1,96,0,7,5,71.0,0.125
1,97,1,8,7,74.0,0.1111111111111111
3,75,0,4,5,54.0,0.6
9,88,1,6,8,84.0,1.2857142857142858
7,73,0,4,9,62.0,1.4
2,55,1,8,9,35.0,0.2222222222222222
9,63,0,8,9,62.0,1.0
2,53,1,5,9,30.0,0.3333333333333333
3,65,0,8,3,47.0,0.3333333333333333
2,47,1,7,1,25.0,0.25
3,53,1,9,8,40.0,0.3
6,70,1,5,2,56.0,1.0
9,41,1,8,6,38.0,1.0
9,87,0,4,3,86.0,1.8
7,43,1,8,0,38.0,0.7777777777777778
3,40,0,4,7,17.0,0.6
4,94,1,4,3,75.0,0.8
6,59,0,8,5,48.0,0.6666666666666666
5,98,1,4,6,87.0,1.0
2,53,1,9,7,32.0,0.2
6,79,0,6,9,68.0,0.8571428571428571
3,64,0,5,1,42.0,0.5
8,99,1,8,8,96.0,0.8888888888888888
2,64,0,6,9,42.0,0.2857142857142857
1,42,0,4,2,18.0,0.2
9,44,0,4,0,41.0,1.8
3,77,1,5,1,54.0,0.5
1,93,0,6,7,67.0,0.14285714285714285
7,65,1,6,9,57.0,1.0
5,79,0,8,5,65.0,0.5555555555555556
5,77,0,4,0,62.0,1.0
1,77,1,7,8,56.0,0.125
9,43,0,8,6,39.0,1.0
7,46,0,8,9,38.0,0.7777777777777778
8,69,0,8,2,65.0,0.8888888888888888
9,69,0,5,6,68.0,1.5
6,95,0,5,5,82.0,1.0
5,58,0,8,2,44.0,0.5555555555555556
6,78,0,9,7,67.0,0.6
2,74,1,7,0,53.0,0.25
4,79,1,6,4,61.0,0.5714285714285714
3,72,1,6,7,53.0,0.42857142857142855
7,72,1,4,2,61.0,1.4
9,53,1,6,9,49.0,1.2857142857142858
5,77,0,6,5,61.0,0.7142857142857143
6,49,1,7,9,38.0,0.75
2,96,1,6,1,76.0,0.2857142857142857
3,67,0,7,8,47.0,0.375
3,53,1,5,1,32.0,0.5
9,75,0,7,4,71.0,1.125
7,77,0,5,2,69.0,1.1666666666666667
8,55,1,7,9,53.0,1.0
9,99,1,8,8,100.0,1.0
6,60,0,9,8,49.0,0.6
4,67,0,5,6,48.0,0.6666666666666666
1,72,1,5,9,45.0,0.16666666666666666
8,45,0,6,4,40.0,1.1428571428571428
7,80,1,5,8,71.0,1.1666666666666667
2,54,1,7,6,34.0,0.25
8,83,1,8,1,76.0,0.8888888888888888
5,42,1,8,9,29.0,0.5555555555555556
7,82,0,6,0,71.0,1.0
4,86,0,7,9,69.0,0.5
5,74,1,7,9,58.0,0.625
8,53,1,4,3,43.0,1.6
1,41,0,5,9,17.0,0.16666666666666666
1,68,0,6,7,41.0,0.14285714285714285
4,43,0,8,5,27.0,0.4444444444444444
3,65,0,9,1,45.0,0.3
2,90,0,4,4,65.0,0.4
3,51,1,7,8,31.0,0.375
1,41,1,5,5,14.0,0.16666666666666666
1,56,1,8,5,33.0,0.1111111111111111
6,74,1,4,6,60.0,1.2
5,49,0,7,4,34.0,0.625
8,87,0,8,2,82.0,0.8888888888888888
2,61,1,8,2,40.0,0.2222222222222222
4,80,1,7,4,66.0,0.5
8,82,0,7,3,76.0,1.0
6,60,1,6,4,46.0,0.8571428571428571
1,54,1,8,8,31.0,0.1111111111111111
4,74,0,7,4,57.0,0.5
1,87,0,9,3,65.0,0.1
2,60,0,9,3,38.0,0.2
5,60,1,4,0,46.0,1.0
8,60,0,5,9,53.0,1.3333333333333333
8,99,0,9,3,97.0,0.8
3,83,1,6,3,63.0,0.42857142857142855
4,71,0,7,8,55.0,0.5
6,94,1,5,3,79.0,1.0
3,44,1,6,6,26.0,0.42857142857142855
2,78,1,8,0,55.0,0.2222222222222222
6,48,1,5,6,37.0,1.0
5,92,0,9,1,78.0,0.5
5,57,1,6,7,45.0,0.7142857142857143
5,60,0,7,0,45.0,0.625
5,47,0,7,9,34.0,0.625
3,83,0,6,2,66.0,0.42857142857142855
7,91,0,8,7,79.0,0.7777777777777778
6,73,0,9,9,63.0,0.6
4,49,1,6,7,32.0,0.5714285714285714
2,90,0,4,4,64.0,0.4
9,80,1,6,4,78.0,1.2857142857142858
1,96,1,6,7,69.0,0.14285714285714285
4,63,1,9,9,46.0,0.4
1,79,0,7,4,54.0,0.125
6,63,0,8,8,51.0,0.6666666666666666
4,95,0,6,0,78.0,0.5714285714285714
5,71,0,5,4,54.0,0.8333333333333334
5,95,1,7,2,80.0,0.625
9,72,0,7,2,67.0,1.125
1,77,0,6,1,48.0,0.14285714285714285
2,83,1,9,2,61.0,0.2
6,96,1,5,6,83.0,1.0
5,95,1,6,7,82.0,0.7142857142857143
7,90,1,5,7,78.0,1.1666666666666667
3,98,1,7,7,78.0,0.375
3,88,1,5,0,70.0,0.5
2,73,1,6,6,48.0,0.2857142857142857
3,50,0,4,1,26.0,0.6
1,70,0,4,9,46.0,0.2
5,57,1,5,3,42.0,0.8333333333333334
5,62,1,9,4,46.0,0.5
7,99,0,6,0,91.0,1.0
4,61,1,8,3,47.0,0.4444444444444444
3,82,1,4,3,61.0,0.6
1,57,1,7,8,31.0,0.125
8,79,1,6,8,71.0,1.1428571428571428
3,86,1,6,9,66.0,0.42857142857142855
2,80,0,4,0,52.0,0.4
4,86,1,8,7,71.0,0.4444444444444444
3,78,1,7,3,60.0,0.375
1,59,1,8,3,32.0,0.1111111111111111
3,52,0,7,4,33.0,0.375
2,84,0,4,1,56.0,0.4
8,40,1,6,0,32.0,1.1428571428571428
6,91,1,7,4,76.0,0.75
9,43,1,6,6,40.0,1.2857142857142858
8,63,1,5,9,60.0,1.3333333333333333
3,75,0,5,8,54.0,0.5
5,75,0,4,1,59.0,1.0
7,84,1,4,7,74.0,1.4
8,67,0,4,1,61.0,1.6
5,65,0,5,4,50.0,0.8333333333333334
1,62,1,7,6,36.0,0.125
5,54,1,8,2,41.0,0.5555555555555556
4,75,1,4,1,60.0,0.8
6,66,0,8,5,56.0,0.6666666666666666
3,45,0,8,9,23.0,0.3333333333333333
5,74,0,5,5,63.0,0.8333333333333334
2,78,0,9,3,54.0,0.2
6,77,1,7,0,64.0,0.75
6,74,0,5,4,64.0,1.0
5,75,0,4,0,58.0,1.0
6,49,0,5,7,38.0,1.0
7,69,1,5,1,60.0,1.1666666666666667
5,92,0,5,8,79.0,0.8333333333333334
1,80,0,4,8,57.0,0.2
8,77,0,4,2,69.0,1.6
4,68,1,5,5,51.0,0.6666666666666666
9,91,0,5,8,86.0,1.5
6,98,1,8,6,90.0,0.6666666666666666
1,82,1,7,3,57.0,0.125
3,78,0,8,2,61.0,0.3333333333333333
3,89,1,9,1,71.0,0.3
4,43,0,7,9,30.0,0.5
6,44,1,9,9,34.0,0.6
7,43,1,7,0,34.0,0.875
4,75,0,5,9,58.0,0.6666666666666666
6,98,0,8,0,85.0,0.6666666666666666
1,84,1,7,3,55.0,0.125
8,55,1,9,3,51.0,0.8
7,64,1,7,8,53.0,0.875
9,53,1,4,9,51.0,1.8
3,50,0,7,0,31.0,0.375
2,68,1,5,3,44.0,0.3333333333333333
1,73,1,6,2,48.0,0.14285714285714285
3,61,0,4,8,41.0,0.6
5,53,1,6,4,40.0,0.7142857142857143
2,95,0,5,8,72.0,0.3333333333333333
3,63,0,6,9,41.0,0.42857142857142855
4,98,0,7,5,78.0,0.5
7,78,1,6,8,70.0,1.0
3,65,0,8,0,41.0,0.3333333333333333
9,82,0,5,3,78.0,1.5
8,75,0,8,3,70.0,0.8888888888888888
4,78,1,6,9,61.0,0.5714285714285714
1,55,1,8,9,33.0,0.1111111111111111
1,97,1,4,5,71.0,0.2
1,77,1,6,9,51.0,0.14285714285714285
1,98,0,9,0,72.0,0.1
8,71,0,8,9,69.0,0.8888888888888888
3,45,0,7,4,21.0,0.375
6,73,1,6,2,61.0,0.8571428571428571
3,95,0,9,0,76.0,0.3
5,47,1,4,5,30.0,1.0
7,69,1,7,2,59.0,0.875
2,66,1,6,3,45.0,0.2857142857142857
6,46,0,7,8,39.0,0.75
6,66,0,6,1,53.0,0.8571428571428571
3,64,1,6,0,43.0,0.42857142857142855
6,95,0,5,9,85.0,1.0
5,85,1,8,5,70.0,0.5555555555555556
2,80,0,6,0,56.0,0.2857142857142857
9,54,1,4,0,52.0,1.8
8,64,1,9,6,65.0,0.8
3,61,1,8,1,39.0,0.3333333333333333
8,57,0,5,3,48.0,1.3333333333333333
9,51,0,8,3,47.0,1.0
3,62,0,8,1,41.0,0.3333333333333333
3,90,0,6,5,72.0,0.42857142857142855
2,84,0,4,9,61.0,0.4
8,78,1,6,1,74.0,1.1428571428571428
1,64,0,4,7,38.0,0.2
8,49,1,4,3,42.0,1.6
7,69,0,7,0,60.0,0.875
7,49,0,6,6,35.0,1.0
3,73,0,5,5,52.0,0.5
1,85,1,9,5,61.0,0.1
4,52,0,8,2,32.0,0.4444444444444444
9,93,1,7,9,95.0,1.125
5,68,0,5,6,53.0,0.8333333333333334
1,77,1,9,5,54.0,0.1
5,80,1,9,9,70.0,0.5
8,84,1,6,9,78.0,1.1428571428571428
8,48,1,4,8,42.0,1.6
5,52,0,6,2,33.0,0.7142857142857143
9,76,0,9,2,75.0,0.9
1,53,1,6,3,26.0,0.14285714285714285
4,76,0,7,2,58.0,0.5
3,48,1,5,3,29.0,0.5
2,47,0,9,5,29.0,0.2
8,78,0,7,0,70.0,1.0
7,79,0,5,1,67.0,1.1666666666666667
9,93,1,7,9,93.0,1.125
2,42,0,8,5,21.0,0.2222222222222222
4,94,1,4,5,74.0,0.8
6,95,0,4,0,82.0,1.2
3,86,1,4,5,65.0,0.6
8,79,0,8,8,75.0,0.8888888888888888
3,72,1,9,7,55.0,0.3
2,71,1,9,9,54.0,0.2
3,46,1,8,4,26.0,0.3333333333333333
6,58,0,4,3,48.0,1.2
2,73,1,4,5,49.0,0.4
8,53,0,5,4,49.0,1.3333333333333333
1,89,1,5,5,64.0,0.16666666666666666
7,86,1,6,9,81.0,1.0
2,85,1,7,2,64.0,0.25
6,95,0,5,6,82.0,1.0
2,96,0,5,7,74.0,0.3333333333333333
2,58,0,5,4,32.0,0.3333333333333333
8,90,0,5,4,83.0,1.3333333333333333
2,93,0,8,3,68.0,0.2222222222222222
7,98,0,6,9,90.0,1.0
3,65,0,5,4,44.0,0.5
8,56,1,9,9,51.0,0.8
7,93,1,7,7,86.0,0.875
8,67,0,5,4,62.0,1.3333333333333333
7,58,0,8,8,48.0,0.7777777777777778
6,66,0,9,0,56.0,0.6
7,87,0,4,6,79.0,1.4
5,91,0,4,4,74.0,1.0
7,96,1,6,3,82.0,1.0
1,58,0,4,2,32.0,0.2
1,72,0,5,9,46.0,0.16666666666666666
9,90,0,8,6,88.0,1.0
5,46,1,6,1,35.0,0.7142857142857143
5,68,1,9,4,56.0,0.5
3,94,1,5,1,74.0,0.5
5,82,1,4,6,67.0,1.0
3,44,0,7,5,23.0,0.375
9,69,1,5,9,67.0,1.5
9,88,1,7,6,86.0,1.125
6,82,1,9,8,70.0,0.6
1,95,1,7,1,68.0,0.125
7,97,1,9,8,91.0,0.7
7,47,0,6,6,42.0,1.0
4,81,1,8,1,62.0,0.4444444444444444
8,51,1,4,9,44.0,1.6
6,81,1,4,1,67.0,1.2
4,52,0,5,3,35.0,0.6666666666666666
4,65,0,4,1,46.0,0.8
2,57,0,6,0,31.0,0.2857142857142857
2,81,0,4,5,59.0,0.4
4,90,0,5,9,71.0,0.6666666666666666
8,88,0,8,2,80.0,0.8888888888888888
6,59,0,9,0,49.0,0.6
4,55,1,7,8,39.0,0.5
7,76,1,7,7,67.0,0.875
8,42,0,9,5,38.0,0.8
2,66,1,7,5,47.0,0.25
7,54,0,8,3,41.0,0.7777777777777778
2,97,1,6,1,75.0,0.2857142857142857
2,73,1,5,3,53.0,0.3333333333333333
8,84,0,8,1,81.0,0.8888888888888888
2,61,1,5,6,37.0,0.3333333333333333
9,79,0,6,8,77.0,1.2857142857142858
1,62,0,8,1,36.0,0.1111111111111111
9,98,1,4,8,95.0,1.8
1,88,0,6,8,65.0,0.14285714285714285
2,43,1,7,7,18.0,0.25
6,90,1,8,0,80.0,0.6666666666666666
6,93,0,6,4,81.0,0.8571428571428571
1,96,0,6,9,73.0,0.14285714285714285
7,80,0,8,3,74.0,0.7777777777777778
8,62,0,7,6,57.0,1.0
2,86,0,9,7,64.0,0.2
8,99,1,7,9,97.0,1.0
9,48,0,6,7,42.0,1.2857142857142858
6,63,1,5,1,48.0,1.0
5,60,0,9,2,46.0,0.5
9,80,1,9,9,79.0,0.9
9,85,1,6,9,83.0,1.2857142857142858
1,94,1,8,6,70.0,0.1111111111111111
3,92,1,8,3,73.0,0.3333333333333333
9,55,1,8,5,56.0,1.0
2,95,0,7,7,71.0,0.25
4,94,1,4,7,76.0,0.8
4,64,0,8,6,49.0,0.4444444444444444
2,65,1,8,1,43.0,0.2222222222222222
3,88,0,9,1,67.0,0.3
3,84,1,5,2,63.0,0.5
1,48,1,5,3,18.0,0.16666666666666666
6,54,0,6,0,43.0,0.8571428571428571
8,78,0,6,4,72.0,1.1428571428571428
3,72,1,6,6,57.0,0.42857142857142855
5,40,1,8,9,25.0,0.5555555555555556
1,44,0,5,4,15.0,0.16666666666666666
7,95,1,6,6,88.0,1.0
1,48,1,5,4,24.0,0.16666666666666666
9,83,0,8,9,81.0,1.0
8,45,1,9,7,40.0,0.8
7,67,1,8,6,60.0,0.7777777777777778
7,84,0,6,0,73.0,1.0
5,65,1,8,0,52.0,0.5555555555555556
5,67,0,8,4,53.0,0.5555555555555556
5,79,0,5,1,65.0,0.8333333333333334
1,54,1,4,8,30.0,0.2
8,45,1,7,1,39.0,1.0
1,66,0,6,8,43.0,0.14285714285714285
4,77,0,4,9,59.0,0.8
9,43,1,9,1,38.0,0.9
9,50,0,6,3,44.0,1.2857142857142858
5,60,1,4,2,44.0,1.0
4,69,0,8,5,53.0,0.4444444444444444
3,57,0,6,3,37.0,0.42857142857142855
3,74,0,4,8,52.0,0.6
5,42,1,7,8,30.0,0.625
1,51,0,8,9,22.0,0.1111111111111111
5,66,0,6,8,51.0,0.7142857142857143
6,92,0,9,2,82.0,0.6
7,69,0,9,2,63.0,0.7
9,60,1,6,3,58.0,1.2857142857142858
3,77,0,4,8,58.0,0.6
2,60,1,6,5,38.0,0.2857142857142857
3,99,0,8,8,80.0,0.3333333333333333
9,77,0,5,7,70.0,1.5
7,79,1,9,6,72.0,0.7
9,54,1,4,4,48.0,1.8
2,57,0,7,8,36.0,0.25
5,91,0,6,3,73.0,0.7142857142857143
4,68,0,8,3,51.0,0.4444444444444444
2,87,1,6,7,63.0,0.2857142857142857
9,77,0,7,3,74.0,1.125
9,99,1,8,6,98.0,1.0
6,60,0,7,3,45.0,0.75
6,56,1,8,0,45.0,0.6666666666666666
8,80,1,5,9,74.0,1.3333333333333333
6,90,1,9,8,81.0,0.6
1,57,0,8,3,30.0,0.1111111111111111
4,96,0,7,2,77.0,0.5
7,94,1,4,2,86.0,1.4
2,76,1,9,8,58.0,0.2
9,99,1,5,7,99.0,1.5
8,77,0,6,9,69.0,1.1428571428571428
8,51,0,5,6,47.0,1.3333333333333333
7,50,0,5,6,42.0,1.1666666666666667
4,87,1,6,3,73.0,0.5714285714285714
2,91,0,8,2,71.0,0.2222222222222222
3,88,0,5,3,68.0,0.5
6,59,0,9,5,47.0,0.6
5,48,1,5,3,31.0,0.8333333333333334
8,40,0,4,3,31.0,1.6
6,97,0,9,1,86.0,0.6
6,42,0,4,6,27.0,1.2
1,60,0,9,5,32.0,0.1
4,62,0,7,1,41.0,0.5
5,48,1,6,4,33.0,0.7142857142857143
3,93,1,9,5,75.0,0.3
9,58,1,9,4,57.0,0.9
1,84,1,8,3,59.0,0.1111111111111111
6,94,0,8,8,87.0,0.6666666666666666
6,85,0,7,2,72.0,0.75
5,91,1,8,1,78.0,0.5555555555555556
5,58,1,8,8,46.0,0.5555555555555556
5,62,1,4,7,47.0,1.0
6,66,0,8,8,58.0,0.6666666666666666
8,66,0,8,9,63.0,0.8888888888888888
2,78,0,7,2,56.0,0.25
6,75,1,7,0,62.0,0.75
1,51,1,5,0,23.0,0.16666666666666666
4,94,1,8,2,73.0,0.4444444444444444
3,66,0,8,3,46.0,0.3333333333333333
9,85,0,9,1,80.0,0.9
3,73,1,8,7,59.0,0.3333333333333333
6,72,1,4,2,60.0,1.2
1,67,0,9,3,41.0,0.1
6,70,0,8,5,61.0,0.6666666666666666
4,71,1,4,9,51.0,0.8
8,89,1,5,5,82.0,1.3333333333333333
9,59,0,9,1,55.0,0.9
4,79,1,6,5,64.0,0.5714285714285714
6,74,1,8,3,61.0,0.6666666666666666
1,70,0,9,4,44.0,0.1
4,97,1,7,6,81.0,0.5
7,70,0,9,6,64.0,0.7
1,77,1,7,5,53.0,0.125
8,61,0,8,9,55.0,0.8888888888888888
6,84,1,4,5,72.0,1.2
5,80,1,7,5,65.0,0.625
9,48,1,9,3,44.0,0.9
2,91,0,9,2,70.0,0.2
5,48,1,7,0,34.0,0.625
6,54,1,5,2,41.0,1.0
7,52,0,5,2,43.0,1.1666666666666667
5,61,1,5,8,48.0,0.8333333333333334
9,55,0,7,2,46.0,1.125
1,71,0,7,7,47.0,0.125
7,41,0,9,7,37.0,0.7
7,65,1,8,2,56.0,0.7777777777777778
4,53,0,8,9,40.0,0.4444444444444444
9,98,1,4,9,96.0,1.8
5,77,0,7,5,63.0,0.625
4,73,1,8,7,58.0,0.4444444444444444
7,47,0,8,7,36.0,0.7777777777777778
4,75,0,5,9,61.0,0.6666666666666666
3,60,1,5,9,39.0,0.5
9,95,0,5,8,90.0,1.5
8,85,1,6,8,79.0,1.1428571428571428
1,82,0,8,7,58.0,0.1111111111111111
7,95,1,5,6,89.0,1.1666666666666667
9,67,0,5,9,64.0,1.5
8,85,0,7,2,78.0,1.0
8,83,1,9,6,79.0,0.8
6,87,0,5,3,72.0,1.0
4,45,1,7,1,26.0,0.5
8,59,1,4,7,52.0,1.6
3,70,0,5,1,49.0,0.5
9,72,0,9,0,66.0,0.9
2,83,0,7,4,59.0,0.25
2,46,1,9,9,28.0,0.2
7,47,1,5,8,39.0,1.1666666666666667
4,48,0,4,4,31.0,0.8
8,41,1,5,1,33.0,1.3333333333333333
9,56,0,7,9,57.0,1.125
7,91,0,4,3,83.0,1.4
5,84,0,4,7,69.0,1.0
8,76,1,4,6,71.0,1.6
4,81,1,6,4,62.0,0.5714285714285714
2,83,0,7,3,58.0,0.25
6,56,1,6,4,46.0,0.8571428571428571
9,92,0,9,6,93.0,0.9
1,77,0,4,4,48.0,0.2
7,74,1,6,7,68.0,1.0
9,99,0,5,6,97.0,1.5
9,86,0,6,6,82.0,1.2857142857142858
3,78,0,8,8,57.0,0.3333333333333333
5,69,0,9,7,55.0,0.5
8,45,0,4,7,37.0,1.6
8,43,1,4,5,35.0,1.6
4,90,1,9,6,72.0,0.4
1,76,0,9,7,51.0,0.1
1,74,1,7,4,50.0,0.125
4,97,0,5,9,82.0,0.6666666666666666
6,96,0,9,1,84.0,0.6
8,48,0,9,6,46.0,0.8
6,45,0,7,9,34.0,0.75
9,52,1,9,2,55.0,0.9
9,98,1,6,9,95.0,1.2857142857142858
2,61,0,8,7,40.0,0.2222222222222222
1,67,1,8,5,42.0,0.1111111111111111
2,69,0,8,3,45.0,0.2222222222222222
5,91,1,9,1,80.0,0.5
4,75,0,8,6,60.0,0.4444444444444444
4,41,0,5,0,21.0,0.6666666666666666
9,97,0,6,6,95.0,1.2857142857142858
8,75,1,8,9,72.0,0.8888888888888888
6,47,1,4,9,35.0,1.2
1,84,0,9,6,58.0,0.1
2,81,1,6,9,59.0,0.2857142857142857
6,89,1,5,2,77.0,1.0
2,48,1,8,3,23.0,0.2222222222222222
5,40,1,5,3,26.0,0.8333333333333334
5,52,1,9,3,39.0,0.5
6,89,1,8,8,79.0,0.6666666666666666
6,54,1,4,5,39.0,1.2
6,71,1,6,9,61.0,0.8571428571428571
2,73,1,4,8,47.0,0.4
3,82,1,8,3,63.0,0.3333333333333333
6,70,1,7,6,61.0,0.75
8,53,1,6,9,51.0,1.1428571428571428
1,93,1,5,8,68.0,0.16666666666666666
1,86,0,8,9,66.0,0.1111111111111111
2,53,0,4,2,29.0,0.4
6,87,1,9,2,78.0,0.6
9,94,1,7,5,94.0,1.125
4,68,1,9,7,56.0,0.4
3,86,0,8,0,68.0,0.3333333333333333
8,58,0,5,3,50.0,1.3333333333333333
9,66,1,4,7,62.0,1.8
5,48,1,6,5,31.0,0.7142857142857143
9,76,1,7,1,73.0,1.125
2,76,1,8,7,57.0,0.2222222222222222
3,82,1,8,0,60.0,0.3333333333333333
7,67,0,8,0,56.0,0.7777777777777778
7,91,1,8,6,88.0,0.7777777777777778
6,96,0,4,9,84.0,1.2
6,63,1,6,2,48.0,0.8571428571428571
2,67,1,5,7,41.0,0.3333333333333333
6,75,0,7,8,65.0,0.75
4,91,0,8,7,74.0,0.4444444444444444
3,57,1,9,0,38.0,0.3
2,64,0,8,0,40.0,0.2222222222222222
1,74,1,6,5,49.0,0.14285714285714285
5,43,0,6,0,30.0,0.7142857142857143
2,53,0,4,7,29.0,0.4
2,78,1,4,5,57.0,0.4
7,65,1,9,4,58.0,0.7
8,47,0,9,5,40.0,0.8
8,63,1,4,3,60.0,1.6
4,55,0,7,0,41.0,0.5
1,59,0,9,6,34.0,0.1
7,54,1,4,9,46.0,1.4
1,46,0,8,8,24.0,0.1111111111111111
4,97,1,4,3,79.0,0.8
8,56,1,7,3,52.0,1.0
2,61,0,4,8,36.0,0.4
6,61,1,4,3,52.0,1.2
6,93,0,8,9,84.0,0.6666666666666666
9,51,0,9,3,50.0,0.9
5,57,1,8,7,47.0,0.5555555555555556
4,95,1,8,3,81.0,0.4444444444444444
5,85,0,4,8,70.0,1.0
5,86,1,8,7,77.0,0.5555555555555556
8,54,0,6,4,49.0,1.1428571428571428
8,76,0,5,8,70.0,1.3333333333333333
2,55,0,5,7,28.0,0.3333333333333333
7,44,0,8,9,36.0,0.7777777777777778
8,41,0,9,3,34.0,0.8
6,91,1,7,3,80.0,0.75
5,67,0,8,0,51.0,0.5555555555555556
9,96,0,9,3,95.0,0.9
3,80,0,8,7,60.0,0.3333333333333333
4,93,0,4,4,78.0,0.8
9,66,0,9,5,65.0,0.9
6,70,0,7,3,57.0,0.75
8,80,1,8,4,75.0,0.8888888888888888
7,75,1,6,9,69.0,1.0
2,86,0,9,7,62.0,0.2
3,82,0,5,8,63.0,0.5
1,40,0,9,2,11.0,0.1
9,89,1,6,9,91.0,1.2857142857142858
7,68,0,6,3,58.0,1.0
1,40,0,6,0,15.0,0.14285714285714285
3,47,0,7,4,24.0,0.375
4,96,0,7,3,80.0,0.5
4,55,0,9,5,36.0,0.4
5,97,0,7,5,83.0,0.625
3,67,1,5,9,49.0,0.5
3,61,0,4,5,41.0,0.6
1,57,0,9,2,33.0,0.1
7,61,0,8,6,52.0,0.7777777777777778
1,80,0,8,2,52.0,0.1111111111111111
2,51,0,9,5,31.0,0.2
4,58,0,4,9,38.0,0.8
4,64,0,8,0,45.0,0.4444444444444444
5,89,0,9,7,79.0,0.5
2,98,0,9,6,78.0,0.2
4,44,1,6,8,24.0,0.5714285714285714
1,98,1,5,2,72.0,0.16666666666666666
2,73,1,8,7,52.0,0.2222222222222222
